Timestamp,Temperature,CORE 1(%),CORE 2(%),CORE 3(%),CORE 4(%),CORE 1(MHZ),CORE 2(MHZ),CORE 3(MHZ),CORE 4(MHZ),Available Mem (MHZ),CPU (%),MEM (%)
2019-11-11 22:15:42.786439,50.5,4.2,0.0,0.0,3.0,600.0,600.0,600.0,600.0,644882432,0.0,0.2
2019-11-11 22:15:44.812605,50.5,5.2,2.0,0.0,0.0,600.0,600.0,600.0,600.0,644857856,0.0,0.2
2019-11-11 22:15:46.838704,50.5,2.1,0.0,0.0,2.0,600.0,600.0,600.0,600.0,644984832,0.0,0.2
2019-11-11 22:15:48.864894,49.9,2.2,0.0,0.0,2.0,600.0,600.0,600.0,600.0,644939776,0.0,0.2
2019-11-11 22:15:50.891079,51.0,5.2,0.0,0.0,3.0,600.0,600.0,600.0,600.0,644947968,0.0,0.2
2019-11-11 22:15:52.917708,50.5,4.3,0.0,0.0,0.0,600.0,600.0,600.0,600.0,644947968,0.0,0.2
2019-11-11 22:15:54.943825,49.9,4.3,1.0,0.0,0.0,600.0,600.0,600.0,600.0,644935680,0.0,0.2
2019-11-11 22:15:56.969841,50.5,6.3,0.0,0.0,0.0,600.0,600.0,600.0,600.0,645177344,0.0,0.2
2019-11-11 22:15:58.995421,50.5,6.3,1.0,0.0,0.0,600.0,600.0,600.0,600.0,645001216,0.0,0.2
2019-11-11 22:16:01.021813,50.5,3.2,1.0,0.0,0.0,600.0,600.0,600.0,600.0,644923392,0.0,0.2
2019-11-11 22:16:03.046416,50.5,3.2,1.0,0.0,0.0,600.0,600.0,600.0,600.0,645169152,0.0,0.2
